time,content,splitword
2018-09-24,人民日报瑞典辱华事件如此幽默我们不接受中国人民不可欺不可辱走出去的中国正在尝试更好地融入世界我们欢迎客观诚恳的建议但绝不容忍扭曲造谣式的幽默希望这家瑞典电视台及时纠正错误做出道歉不要一错再错损害两国人民的友好交往挑战人类良知的底线,人民日报 瑞典 辱华 事件 幽默 接受 可欺 尝试 更好 融入 世界 客观 诚恳 建议 容忍 扭曲 造谣 幽默 希望 这家 瑞典 电视台 纠正错误 做出 道歉 一错再错 损害 两国人民 友好 交往 挑战 人类 良知 底线
2018-09-24,暴风营救台风中他们倒飞直升机救被困人员日台风山竹来袭汕头海门湾附近一艘塞拉利昂籍货船搁浅船上名船员被困超小时东海第二救助飞行队前往施救现场瞬间最高风力达级岸边竖着联排高压线飞机无法从常规营救机长决定采用倒飞方式缓慢进入现场,暴风 营救 台风 直升机 被困 人员 台风 山竹 来袭 汕头 海门 一艘 塞拉利昂 货船 搁浅 船上 船员 被困 小时 东海 救助 飞行队 前往 施救 现场 瞬间 风力 达级 岸边 联排 高压线 飞机 常规 营救 机长 采用 方式 缓慢 现场
2018-09-24,窗外的随手一拍月是故乡明今晚你在哪里赏月呢,窗外 随手 一拍 故乡 今晚 赏月
2018-09-24,重磅关于中美经贸摩擦中国发布白皮书给出权威论断中美经贸合作是双赢关系绝非零和博弈美国吃亏论站不住脚对于贸易战中国不愿打不怕打必要时不得不打中国谈判的大门一直敞开但谈判不能在关税大棒的威胁下进行中国开放的大门不会关闭只会越开越大更多,重磅 经贸 摩擦 发布 白皮书 给出 权威 论断 经贸合作 双赢 关系 博弈 美国 吃亏 站不住脚 贸易战 不愿 谈判 大门 敞开 谈判 关税 大棒 威胁 开放 大门 关闭 只会 开越
2018-09-24,马上要看到月亮啦可以看着它的样子临摹啊,月亮 看着 样子 临摹
2018-09-24,外交部回应瑞典辱华节目已提出严正交涉和强烈抗议外交部发言人耿爽就瑞典电视台播出辱华节目事回应主持人的言论充满对中国和其他族裔的歧视偏见和挑衅完全背离了媒体职业道德我们对此予以强烈谴责中国外交部和驻瑞典使馆已经分别在北京和斯德哥尔摩向瑞方提出严正交涉和强烈抗议中方,外交部 回应 瑞典 辱华 节目 提出 严正 交涉 强烈抗议 外交部 发言人 耿爽 瑞典 电视台 播出 辱华 节目 回应 主持人 言论 充满 族裔 歧视 偏见 挑衅 背离 媒体 职业道德 对此 予以 谴责 中国外交部 瑞典 使馆 北京 斯德哥尔摩 向瑞方 提出 严正 交涉 强烈抗议 中方
2018-09-24,海上生明月天涯共此时,海上生明月 天涯共此时
2018-09-24,月饼届奇葩馅料大盘点芥末老干妈味儿的榜上有名吃月饼赏月是中秋佳节标配近些年月饼圈饼才辈出芥末味油辣子味奶皮子馅甚至还有大葱烧肉月饼你在吃月饼吗你觉得哪种馅的月饼最奇葩,月饼 奇葩 馅料 大盘 芥末 老干妈 味儿 榜上有名 月饼 赏月 中秋佳节 标配 近些年 月饼 圈饼 辈出 芥末 味油 辣子 奶皮子 大葱 烧肉 月饼 月饼 哪种 月饼 奇葩
2018-09-24,团兔来给大家送月饼啦今天中秋大家都做了些什么呢是在外面游玩还是继续在工作岗位上奋斗点开和你最像的团兔看看会抽中什么口味的月饼吧不论白天如何度过今晚的月色可别辜负了恭祝大家中秋快乐,团兔 月饼 中秋 外面 游玩 工作岗位 奋斗 点开 团兔 抽中 口味 月饼 白天 度过 今晚 月色 辜负 恭祝 中秋 快乐
2018-09-24,结账超市不让用现金大爷一气之下拿葡萄就走羞辱我不会用微信日黑龙江鸡西岁谢大爷在超市买了元葡萄排队交款被收银员告知不收现金只能用微信大爷一怒之下拿葡萄就走被保安拦住发生冲突大爷很生气我拿的又不是假币羞辱我老头不会用微信吗提醒拒收人民币违法,结账 超市 不让 现金 大爷 一气之下 葡萄 羞辱 微信 黑龙江 鸡西 岁谢 大爷 超市 葡萄 排队 交款 收银员 告知 现金 只能 微信 大爷 一怒之下 葡萄 保安 拦住 发生冲突 大爷 生气 假币 羞辱 老头 微信 提醒 拒收 人民币 违法
2018-09-24,自己动手丰衣足食你见过这样的竹沙发吗,动手 丰衣足食 沙发
2018-09-24,谢谢你懂我的坚持还记得王继才王仕花吗他守着岛她守着他一守便是年无论是一座岛一座城中秋团聚之时总有很多人在默默守候高铁上回家的人笑容满面今年中秋我值班今天安排了几台手术让爸爸在视频里看看你若你懂英雄便无悔家与国在这里团圆来,谢谢 记得 王继才 王仕花 一守 便是 无论是 一座 一座 城中 团聚 之时 总有 默默 守候 高铁 回家 笑容满面 中秋 值班 安排 几台 手术 爸爸 视频 英雄 无悔 家与国 团圆
2018-09-23,丰收啦农民伯伯今天超开心上条微博咱说到黑龙江的特产是啥来着没错粮食今天是全国首届农民丰收节在黑龙江省绥化市粮食丰收啦你明年吃的香喷喷的大米很可能就藏在图片中哦农民伯伯很感谢大家的关心准备了袋大米送给团团粉丝那么老规矩转,丰收 农民 伯伯 开心 上条 微博 黑龙江 特产 没错 粮食 全国 首届 农民 丰收 节在 黑龙江省 绥化市 粮食 丰收 明年 香喷喷 大米 图片 农民 伯伯 感谢 关心 大米 送给 团团 粉丝 老规矩
2018-09-23,哇江西有这么多特产你最中意哪个嘞江西永新县特产了解一下快来跟我一起分享家乡丰收的喜悦吧为自己的家乡打助力脱贫攻坚共同关注,江西 特产 中意 江西 永新县 特产 快来 分享 家乡 丰收 喜悦 家乡 助力 脱贫 攻坚 关注
2018-09-23,如果马克思也过中秋节中秋是我国传统文化节日试想作为一个来自德国特里尔的外国人马克思会怎么过中秋呢想到这我们做了一段动画戳视频一起开启这段奇妙旅程带着微博去旅行,马克思 中秋节 中秋 我国 传统 文化 节日 试想 德国 特里尔 外国人 马克思 中秋 想到 一段 动画 视频 开启 奇妙 旅程 微博去 旅行
2018-09-23,外交部提醒在瑞典中国公民注意安全刚刚外交部领事司和中国驻瑞典大使馆发布了针对瑞典的安全提醒月以来驻瑞典使馆几乎每天都收到中国游客财物被盗被抢证件遗失等报告但瑞典警方至今未通报侦破任何案件提醒慎重选择旅游地点和居住地区加强安全防范,外交部 提醒 瑞典 公民 注意安全 刚刚 外交部 领事司 瑞典 大使馆 发布 瑞典 提醒 瑞典 使馆 收到 游客 财物 被盗 证件 遗失 报告 瑞典 警方 通报 侦破 案件 提醒 慎重 选择 旅游 地点 居住 地区 防范
2018-09-23,浦江的香榧和猕猴桃来了解一下呀,浦江 香榧 猕猴桃
2018-09-23,所以根据的提示你知道黑龙江的特产是什么了嘛下一条微博揭晓哦而且可能会附带返场抽奖物阜民丰感恩耕耘致敬每一位辛苦耕耘的农田守候者中国农民丰收节为我的家乡中华大粮仓黑龙江点赞,提示 黑龙江 特产 一条 微博 揭晓 附带 返场 抽奖 物阜民丰 感恩 耕耘 辛苦 耕耘 农田 守候 农民 丰收 节为 家乡 中华 粮仓 黑龙江 点赞
2018-09-23,瑞典电视台节目公然辱华中使馆敦促立即道歉中国驻瑞典大使馆官网日消息月日晚瑞典电视台瑞典新闻栏目播出恶劣辱华节目主持人罗恩达尔发表恶毒侮辱攻击中国和中国人的言论中方对此予以强烈谴责已向瑞典电视台提出强烈抗议中国驻瑞典大使馆指出瑞典电视台有关节目内,瑞典 电视台 节目 华中 使馆 敦促 道歉 瑞典 大使馆 官网 消息 瑞典 电视台 瑞典 新闻 栏目 播出 恶劣 辱华 节目 主持人 罗恩 达尔 发表 恶毒 侮辱 攻击 言论 中方 对此 予以 谴责 瑞典 电视台 提出 强烈抗议 瑞典 大使馆 指出 瑞典 电视台 节目
2018-09-23,中午吃啥超方便的电饭煲排骨饭了解一下万能的电饭煲来啦一锅里又有饭又有肉排骨汤汁完全浸入米饭里香气十足超级好吃转存试试,中午 电饭煲 排骨饭 万能 电饭煲 一锅 排骨汤 浸入 米饭 香气 十足 超级 好吃 转存
2018-09-23,今天为亿万中国农民转发他们皮肤黝黑双手老茧用占世界的耕地养活了占世界的人口他们勤劳而淳朴平凡而伟大他们就是中国农民今天是中国农民丰收节转发微博每种农产品抽奖送份一起为中国农民点赞你的家乡有什么特产来评论区互动一起参与团团联合微博共同发起的,亿万 农民 皮肤 黝黑 双手 老茧 世界 耕地 养活 世界 人口 勤劳 淳朴 平凡 农民 农民 丰收 微博 每种 农产品 抽奖 送份 农民 点赞 家乡 特产 评论 互动 参与 团团 联合 微博 发起
2018-09-23,湖南一高校新生发布辱国言论校方取消入学资格月日湖南城市学院在官网发布了对王栋发布辱国言论事件的处理消息该校决定取消涉事学生王栋的入学资格该生在网络发布爱国是不可能爱国的老子一辈子都不可能爱国都大学生了还爱国我看你就是蠢货等辱国言论遭网友,湖南 高校 新生 发布 辱国 言论 校方 取消 入学 资格 湖南 城市 学院 官网 发布 王栋 发布 辱国 言论 事件 消息 该校 取消 涉事 学生 王栋 入学 资格 该生 网络 发布 爱国 爱国 老子 一辈子 爱国 大学生 爱国 蠢货 辱国 言论 网友
2018-09-23,今日秋分太阳几乎直射在赤道上昼夜平分故称秋分自秋分始我国大部分地区进入秋季雨水频繁天气变得寒冷昼夜温差加大要注意保暖及时添秋衣夜晚睡眠盖好被子小心腹部受凉注意饮食均衡多食新鲜果蔬今天起正式入秋注意保暖呀,今日 秋分 太阳 直射 赤道 昼夜 平分 故称 秋分 秋分 我国 大部分 地区 秋季 雨水 频繁 天气 变得 寒冷 昼夜 温差 加大 保暖 秋衣 夜晚 睡眠 被子 小心 腹部 受凉 饮食 均衡 多食 新鲜 果蔬 正式 入秋 保暖
2018-09-23,明日起考研网上预报名开始注意这个填报细节月日至日每天点至点可网上预报名姓名生僻字要用拼音代替通讯地址是接收通知书的有效地址需准确填写报名期间考生可修改或重填报名信息但一位考生只能保留一条有效报名信息更多转发提醒备考的小伙伴,明日 考研 网上 预报名 填报 细节 点至点 网上 预报名 姓名 生僻字 拼音 通讯地址 接收 通知书 地址 准确 填写 报名 期间 考生 修改 或重 填报 信息 考生 只能 保留 一条 报名 信息 提醒 备考 小伙伴
2018-09-23,转发祝贺战胜日本中国女排第五次夺亚洲杯冠军女排亚洲杯决赛二队出战的中国女排在第二局落后的情况下连得分强势逆转最终完胜同样是二队出战的日本女排第五次夺得女排亚洲杯冠军恭喜中国女排三局比分,祝贺 战胜 日本 中国女排 第五次 亚洲杯 冠军 女排 亚洲杯 决赛 二队 出战 中国女排 第二局 落后 得分 强势 逆转 最终 完胜 二队 出战 日本女排 第五次 夺得 女排 亚洲杯 冠军 恭喜 中国女排 三局 比分
2018-09-23,可以吃的小米煲粥超好喝的下次专门买一些绥德的小米来尝尝呀首届中国农民丰收节快和我一起为家乡代言,小米 好喝 下次 绥德 小米 尝尝 首届 农民 丰收 节快 家乡 代言
2018-09-23,如果你还记得他今天一起发条微博怀念年前的今天岁的白方礼老人安详离开蹬三轮近年万善款圆了多名贫困孩子上学梦一个冬天他到天津耀华中学递上饭盒里的元我干不动了以后可能不能再捐了这是我最后一笔钱善良无私的老人在天堂可好,记得 发条 微博 怀念 年前 白方 老人 安详 离开 三轮 近年 善款 多名 贫困 孩子 上学 冬天 天津 耀华 中学 饭盒 干不动 一笔 善良 无私 老人 天堂
2018-09-23,每个团圆的夜晚都有他们在边疆守望又是月圆中秋夜心中思念爹和娘还有梦中的小阿妹我在南海为他站岗我们每个团圆的夜晚都有他们在边疆站岗守望今天是中秋团圆的日子我们收到了来自南海战士的思念转发分享这份思念,团圆 夜晚 边疆 守望 秋夜 心中 思念 爹和娘 梦中 阿妹 南海 站岗 团圆 夜晚 边疆 站岗 守望 中秋 团圆 日子 收到 南海 战士 思念 分享 这份 思念
2018-09-23,河北特产专场行唐大枣快来了解一下哦超甜的辣种中国农民丰收节为我家乡河北的父老乡亲们打行唐大枣了解一下,河北 特产 专场 行唐 大枣 超甜 辣种 农民 丰收 节为 家乡 河北 父老乡亲 行唐 大枣
2018-09-23,开奖第一波等名用户获奖公示链接开奖第二波等名用户获奖公示链接开奖第三波等名用户获奖公示链接对本次抽奖进行监督结果公正有效,开奖 第一波 获奖 公示 链接 开奖 波等名 获奖 公示 链接 开奖 第三 波等名 获奖 公示 链接 本次 抽奖 监督 公正
2018-09-23,划重点安徽特产砀山梨真的很好吃家乡的味道无论在哪都让我惦念中国农民丰收节为我的家乡安徽点赞,重点 安徽 特产 砀山 好吃 家乡 味道 惦念 农民 丰收 节为 家乡 安徽 点赞
2018-09-23,提起四川你能想到的好吃的的东西还是火锅嘛来更新库存啦苍溪猕猴桃安岳柠檬通江银耳了解一下鸭为我的家乡四川打向每一位耕耘者致敬,提起 四川 想到 好吃 东西 火锅 更新 库存 苍溪 猕猴桃 安岳 柠檬 通江 银耳 鸭为 家乡 四川 打向 耕耘者
2018-09-23,诗词中的秋意空山新雨后天气晚来秋天阶夜色凉如水卧看牵牛织女星遥望洞庭山水翠白银盘里一青螺无边落木萧萧下不尽长江滚滚来采菊东篱下悠然见南山月落乌啼霜满天江枫渔火对愁眠中庭地白树栖鸦冷露无声湿桂花空山松子落幽人应未眠,诗词 秋意 空山 新雨后 天气 秋天 夜色 凉如水 卧看 牵牛织女 遥望 洞庭 山水 白银 盘里 青螺 无边 落木 萧萧 长江 滚滚 采菊 东篱 悠然 南山 月落乌啼 满天 江枫 渔火 对愁 中庭 地白 树栖鸦 冷露 无声 桂花 空山 松子 落幽 人应 未眠
2018-09-23,你吃过浦江香榧吗或者说你知道第四个字怎么读嘛吃过的话科普一下口感呀五谷丰登瓜果飘香,浦江 香榧 或者说 第四个 读嘛 科普 口感 五谷丰登 瓜果 飘香
2018-09-22,尊敬的客户您好您在境外消费了二十万元请问是您亲自消费的么是的我买了只大象不要这么皮,尊敬 客户 您好 境外 消费 二十万元 请问 消费 大象
2018-09-22,你知道五谷是什么吗城市里生活久了去乡下郊游你分得清田间的作物吗古代的五谷指的都是啥大豆长在地里还是树上现在经常听到的杂粮粗粮又是指什么明天是首个中国农民丰收节不知道的自觉转走补课,五谷 城市 生活 乡下 郊游 分得清 田间 作物 古代 五谷 大豆 地里 树上 听到 杂粮 粗粮 明天 首个 农民 丰收 自觉 补课
2018-09-22,瑞安警方通报被刺伤小学生经抢救无效死亡月日时许瑞安警方接到报警称在隆山小学三楼一厕所内有小孩受伤接警后处警民警迅速赶到现场抓获犯罪嫌疑人林某某男岁仙降街道人伤者叶某男岁被急救车送往医院经全力抢救无效于时许死亡经查,瑞安 警方 通报 刺伤 小学生 抢救无效 死亡 时许 瑞安 警方 接到 报警 隆山 小学 三楼 厕所 内有 小孩 受伤 接警 处警 民警 赶到 现场 抓获 犯罪 嫌疑人 男岁 仙降 街道 伤者 叶某 男岁 急救车 送往 医院 抢救无效 时许 死亡 经查
2018-09-22,偷拍女厕就写份检查这所大学回应不存在的开除写份检查就了事不存在批评报案女教师不存在奖学金安抚女学生不存在校方经研究决定给予该学生开除学籍处分目前该学生已退学并由家长带离学校,偷拍 女厕 写份 检查 这所 大学 回应 开除 写份 检查 批评 报案 教师 奖学金 安抚 学生 校方 研究 给予 学生 开除 学籍 处分 学生 退学 家长 带离 学校
2018-09-22,年还有最后天你想做的事还来得及嘴上说着要减肥办完健身卡却从来不去心里想着看完这一集就睡却又熬到两三点告诉自己要努力但就是改不掉推迟拖延你可以放纵自己但结局不会陪你演戏年最后天想原地踏步还是靠自律拥抱新可能就看你的选择,嘴上 减肥 办完 健身卡 从来不 想着 一集 两三点 告诉 努力 改不掉 推迟 拖延 放纵 结局 演戏 天想 原地踏步 自律 拥抱 选择
2018-09-22,关于中秋节马克思会怎么看马上就到中秋节作为革命导师的马克思也过节吗他是怎么看待节日这个事儿的戳视频让马克思用唯物史观给你一次解释清楚,中秋节 马克思 中秋节 革命 导师 马克思 过节 看待 节日 事儿 视频 马克思 唯物史观 解释
2018-09-22,中国国民素质全球排名倒数不存在的日有网友发布微博称可能是联合国教科文组织在造假最新联合国公布的全球国民素质道德水平调查及排名中国连续几十年排名世界第位以后或者倒数第二引得连连表示躺枪了吗我没有做其实这,国民素质 全球排名 倒数 网友 发布 微博称 联合国教科文组织 造假 最新 联合国 公布 全球 国民素质 道德 水平 调查 排名 连续 几十年 排名 世界 第位 倒数 引得
2018-09-22,世界真奇妙希腊岛屿被蜘蛛网覆盖俄罗斯卫星网报道希腊西部的一座岛屿上覆盖着长达近米的蜘蛛网专家称当地气温升高导致当地名为的蜘蛛大量繁殖专家也表示蛛网最终还是会消失盘丝岛,世界 奇妙 希腊 岛屿 蜘蛛网 覆盖 俄罗斯 卫星 报道 希腊 西部 一座 岛屿 覆盖 长达近 蜘蛛网 专家 气温 升高 导致 名为 蜘蛛 繁殖 专家 蛛网 最终 消失 盘丝岛
2018-09-22,古代的五谷指什么一般认可孟子说法稻黍稷麦菽稻所结子实即稻谷去壳后是大米黍现已基本不作主食山西陕西一带仍有用黍蒸馍到集市上卖稷小米说文称其为五谷之长麦我国北方旱作农业的主体农作物菽豆类的总称,古代 五谷 认可 孟子 说法 麦菽稻 结子 实即 稻谷 大米 现已 主食 山西 陕西 一带 有用 蒸馍 集市 卖稷 小米 说文称 其为 五谷 之长麦 我国 北方 旱作 农业 主体 农作物 豆类 总称
2018-09-22,法网恢恢男子发表侮辱慰安妇言论被刑拘月日以来家住昆明的岁男子赵某在微博发表多条侮辱慰安妇亵渎民族情感的不当言论多次告诫赵某仍不知悔改还故意侮辱和挑衅造成了恶劣的社会影响日通报赵某因涉嫌寻衅滋事罪已被刑拘,法网恢恢 男子 发表 侮辱 慰安妇 言论 刑拘 家住 昆明 男子 赵某 微博 发表 多条 侮辱 慰安妇 亵渎 民族 情感 不当 言论 告诫 赵某 不知悔改 侮辱 挑衅 恶劣 社会 影响 通报 赵某 因涉嫌 寻衅滋事 刑拘
2018-09-22,中国同梵蒂冈就有关问题签署临时性协议年月日中国外交部副部长王超同梵蒂冈代表团团长教廷与各国关系部副部长卡米莱利在北京举行会谈并签署关于主教任命的临时性协议中梵双方将继续保持沟通推动双方关系改善进程继续向前发展,梵蒂冈 签署 临时性 协议 年月日 中国外交部 部长 王超同 梵蒂冈 代表团 团长 教廷 各国 关系 部副 部长 卡米 莱利 北京 举行会谈 签署 主教 任命 临时性 协议 沟通 推动 关系 改善 进程 向前 发展
2018-09-22,你的家乡有什么特产脐橙苹果梨猕猴桃大米燕麦核桃明天就是第一个中国农民丰收节了你的家乡有什么特产呢来分享一下吧,家乡 特产 脐橙 苹果梨 猕猴桃 大米 燕麦 核桃 明天 第一个 农民 丰收 家乡 特产 分享
2018-09-21,最怕你在需要努力的时候偏偏缺乏自制力人是如何慢慢被毁掉的就是每次需要努力的时候都缺乏自制力本应该专心准备考试却忍不住打开了游戏本来要动笔写文章却又点开了电视剧短期来看自制力不会拉开差距但是日积月累它区分出卓越与平庸关于提高自制力的个建议共勉早安,最怕 努力 缺乏 自制力 慢慢 毁掉 每次 努力 缺乏 自制力 专心 考试 忍不住 打开 游戏 本来 动笔 写文章 点开 电视剧 短期 自制力 拉开 差距 日积月累 区分 卓越 平庸 提高 自制力 建议 共勉 早安
2018-09-21,弟弟被骗一千元后姐姐上网搜怎么办又被骗走一万多元江苏毛女士的弟弟在微信上被骗一千块她愤愤不平要帮弟弟讨回这笔钱随后在网上搜索微信上被骗了怎么办正好找到一个微信客服毛女士充值近一万三千元后被对方拉黑了目前警方已经展开调查,弟弟 一千元 姐姐 上网 骗走 一万多元 江苏 女士 弟弟 微信 一千块 愤愤不平 弟弟 讨回 这笔 网上 搜索 微信 正好 找到 微信 客服 女士 充值 一万三千 元后 警方 展开 调查
2018-09-21,他们没有痴呆只是回归孩子的状态阿尔茨海默病患者的脑海里像有块橡皮逐渐擦去记忆全世界患病人数以每年翻一倍的速度增长病魔可能使他们记忆衰退行动迟缓甚至难以自理对患病父母请以最大的耐心回应一如当初对待好奇的你今天世界阿尔茨海默病日,痴呆 回归 孩子 状态 阿尔茨海默 病患者 脑海 橡皮 记忆 全世界 患病 人数 一倍 速度 增长 病魔 记忆 衰退 行动迟缓 难以 自理 患病 父母 请以 耐心 回应 一如 当初 好奇 世界 阿尔茨海默 病日
2018-09-21,刚刚罪犯莫焕晶被执行死刑经最高人民法院核准今天上午罪犯莫焕晶被执行死刑检察机关依法派员临场监督,刚刚 罪犯 莫焕晶 执行 死刑 最高人民法院 核准 今天上午 罪犯 莫焕晶 执行 死刑 检察机关 依法 派员 临场 监督
2018-09-21,第一届中国农民丰收节团团邀你来点赞月日是我国第一个农民丰收节联合微博邀您一起点赞为家乡助力关注家乡特产帮助父老乡亲建设家乡之美还有更多惊喜哟,第一届 农民 丰收 团团 点赞 我国 第一个 农民 丰收 联合 微博邀 点赞 家乡 助力 关注 家乡 特产 父老乡亲 建设 家乡 之美 惊喜
2018-09-21,甲午海战沉舰经远舰被发现经国家文物局批准月至月国家文物局水下文化遗产保护中心等联合团队在辽宁大连庄河海域搜寻发现并确认了北洋水师沉舰经远舰这是继致远舰后甲午海战遗迹水下考古工作又一重大成果一段悲壮历史警钟长鸣,甲午海战 沉舰 经远舰 发现 国家文物局 批准 国家文物局 水下 文化遗产 保护 中心 联合 团队 辽宁大连 庄河 海域 搜寻 发现 确认 北洋水师 沉舰 经远舰 致远 舰后 甲午海战 遗迹 水下 考古 工作 重大成果 一段 悲壮 历史 警钟长鸣
2018-09-21,大海捞针看向阳红科考船如何完成精准打捞在水深一百米半径一百米的水域打捞仅仅长二十厘米宽十二厘米高八厘米的目标样本还遭遇极端大雾风浪如此艰难的情况下向阳红科考船挑战能否成功周六晚点敬请期待机智过人,大海捞针 向阳 科考船 精准 打捞 水深 一百米 半径 一百米 水域 打捞 二十厘米 十二 厘米 高八 厘米 目标 样本 遭遇 大雾 风浪 艰难 向阳 科考船 挑战 成功 周六 晚点 敬请期待 机智
2018-09-21,经中央军委批准增加林俊德张超为全军挂像英模日经中央军委批准增加献身国防科技事业杰出科学家林俊德逐梦海天的强军先锋张超为全军挂像英模中央军委政治工作部统一印制张思德董存瑞黄继光邱少云雷锋苏宁李向群杨业功林俊德张超位挂像英模画像近期将陆,中央军委 批准 增加 林俊德张 超为 全军 英模 日经 中央军委 批准 增加 献身 国防科技 事业 杰出 科学家 林俊德 逐梦 海天 强军 先锋 张超 全军 英模 中央军委 政治 工作部 统一 印制 张思德 董存瑞 黄继光 邱少云 雷锋 苏宁 李向 杨业功 林俊德张 超位 英模 画像 近期 将陆
2018-09-21,又一位南京大屠杀幸存者去世张兰英奶奶于今日凌晨去世享年岁南京大屠杀发生期间张兰英亲眼见证了日军的暴行她的哥哥被日军刺伤自己也被日军枪托砸伤家里两间草房被烧毁后她躲进安全区逃过一劫今天送别老人勿忘历史,南京大屠杀 幸存者 去世 张兰英 奶奶 今日 凌晨 去世 享年 南京大屠杀 发生 期间 张兰英 见证 日军 暴行 哥哥 日军 刺伤 日军 枪托 砸伤 家里 两间 草房 烧毁 安全区 逃过一劫 送别 老人 勿忘 历史
2018-09-21,勿做失信人这些人上了铁路黑名单强行霸占他人座位并不听劝阻迟到错过列车强冲安检携带违禁物品还对工作人员拳打脚踢把脚放上小桌板还口出恶言今年月起铁路部门开始公示有严重失信行为人员名单特定严重失信者被限制购买车票这些行为会被拉黑转发提醒,失信 人上 铁路 黑名单 强行 霸占 座位 劝阻 迟到 错过 列车 强冲 安检 携带 违禁物品 工作人员 拳打脚踢 脚放上 小桌 口出 恶言 铁路 部门 公示 失信 人员名单 特定 失信 购买 车票 提醒
2018-09-21,祝贺日广深港高铁香港段开通运营啦和刘湘惠若琪一起为中国高铁点赞强,祝贺 日广 深港 高铁 香港 开通 运营 刘湘惠若琪 高铁 点赞强
2018-09-21,美方制裁中国中央军委装备发展部外交部已提出严正交涉据报道美国务院日宣布因中方违反通过制裁打击美国对手法将对中国中央军委装备发展部及该部负责人实施制裁外交部发言人耿爽今天表示中方已就此提出严正交涉敦促美方立即撤销所谓制裁否则美方必须承担由此造成的后果,美方 制裁 中央军委 装备 发展部 外交部 提出 严正 交涉 报道 美国务院 中方 违反 制裁 打击 美国 手法 中央军委 装备 发展部 该部 负责人 实施 制裁 外交部 发言人 耿爽 中方 提出 严正 交涉 敦促 美方 撤销 制裁 美方 承担 后果
2018-09-21,你知道这些中国传统文化名词怎么用英文表达吗中秋将至你知道月饼用英语怎么说嘛还有除夕元宵重阳火锅炸酱面不会说怎么向歪果仁传递中国文化送你个中国传统文化名词地道英文表达日常交流和各种考试用得上转发收藏,传统 文化 名词 英文 表达 中秋 月饼 英语 除夕 元宵 重阳 火锅 炸酱面 果仁 传递 文化 传统 文化 名词 地道 英文 表达 日常 交流 考试 用得上 收藏
2018-09-21,戏太多女子地铁插队被拒突然倒地大喊快帮我打昨天上海金沙江路地铁站一女子过闸机时插队轨交警察和安检员上前提醒但她视而不见当工作人员要求其出示身份证时她突然倒地说身体不行并喊道帮我打快点最终该女子被带走调查,戏太多 女子 地铁 插队 倒地 大喊 昨天 上海 金沙江 地铁站 女子 机时 插队 轨交 警察 安检员 上前 提醒 视而不见 工作人员 出示 身份证 倒地 身体 不行 喊道 快点 最终 女子 带走 调查
2018-09-21,中秋节快到了说说你喜欢吃什么月饼甜月饼还是咸月饼切开吃还是不切开广式苏式京式滇式或是其他,中秋节 快到 喜欢 月饼 月饼 月饼 切开 切开 广式 苏式 京式 滇式
2018-09-21,望尽天涯路何处是归所周末的晚上伴随着这首美妙乐曲早些休息吧中秋愉快哟,天涯 周末 晚上 伴随 这首 美妙 乐曲 早些 休息 中秋 愉快
2018-09-20,又是一箭双星我国成功发射第颗北斗导航卫星月日时分我国在西昌卫星发射中心用长征三号乙运载火箭以一箭双星方式成功发射第颗北斗导航卫星在这两颗卫星上首次装载了国际搜救组织标准设备将为全球用户提供遇险报警及定位服务,一箭双 我国 成功 发射 第颗 北斗 导航 卫星 时分 我国 西昌卫星发射中心 长征三号 运载火箭 一箭双 方式 成功 发射 第颗 北斗 导航 卫星 两颗 卫星 首次 装载 国际 搜救 组织 标准 设备 全球 提供 遇险 报警 定位 服务
2018-09-20,全国爱牙日来啦身体中最坚硬的部分你爱对了吗牙龈红肿出血口腔异味遇冷遇热都特别疼如果你被这些问题困扰很可能是你刷错牙了饭后立即刷牙常用牙签剔牙这些护牙误区你中招了吗选择牙刷牙膏有啥讲究怎样刷牙才正确赶快戳图学起来,全国 爱牙日 身体 坚硬 牙龈 红肿 出血 口腔 异味 冷遇 特别 困扰 错牙 饭后 刷牙 常用 牙签 剔牙 护牙 误区 中招 选择 牙刷 牙膏 讲究 刷牙 正确 图学
2018-09-20,人民日报记者张枨从内蒙古呼伦贝尔市委宣传部获悉日歌唱家布仁巴雅尔因病去世享年岁布仁巴雅尔曾演唱歌曲吉祥三宝走好,人民日报 记者 张枨 内蒙古 呼伦贝尔 市委 宣传部 获悉 歌唱家 布仁巴 雅尔 去世 享年 布仁巴 雅尔 演唱 歌曲 吉祥 三宝
2018-09-20,高铁霸座女被处以罚款元月日周某某女岁乘坐次列车强占他人座位且不听列车工作人员劝阻经依法调查取证认定其行为构成扰乱公共交通工具上的秩序的违反治安管理行为对周某某处以罚款元的行政处罚,高铁 霸座 处以 罚款 元月 日周 女岁 乘坐 次列车 强占 座位 列车 工作人员 劝阻 依法 调查取证 认定 扰乱 公共 交通工具 秩序 违反 治安管理 对周 处以 罚款 行政处罚
2018-09-20,后面的来了高铁霸座女将被列入铁路黑名单天内不能买票铁路客运部门将在铁路征信体系中记录月日次列车旅客周某某信息并在一定期限内限制其购票乘坐火车该旅客将自公示期满无有效异议之日起天内无法购买火车票,高铁 霸座 女将 列入 铁路 黑名单 买票 铁路 客运 部门 铁路 征信 体系 记录 次列车 旅客 信息 期限内 购票 乘坐 火车 旅客 公示 期满 异议 之日起 购买 火车票
