time,month,tags,cluster_keywords,heat,content
2018-01-18,1,33328,老师 可爱,9888.6,花絮现场演绎山式比心动作不要太妖娆啦老师台下疯狂鼓掌现场三小只模仿得有模有样然而一直偷瞄旁边的小凯节奏永远慢半拍萌萌哒图文直播间
2018-01-01,1,33329,网络 日本,7442.5,宋茜不想被网络暴力也不想粉丝网络暴力别人月日宋茜发文呼吁粉丝停止网络暴力别骗你自己了那只是你发泄的方式和寻找存在感的方式表示自己不想被网络暴力也不想粉丝去网络暴力别人不管是真粉假粉宽粉细粉红薯粉己所不欲勿施于人
2018-01-06,1,33330,演技 女星,6820.3,吴京好演技在微博晒出为老丈人弄手机做菜的照片并调侃道在家不会弄手机也不下厨房在老丈人面前突然全能起来演技要用在刀刃上力赞丈夫好演技京哥为了讨好老丈人也算是进得厅堂下得厨房了
2018-01-18,1,33331,女人 配音 女神,9144.100000000002,花絮综述四小花旦合体吴亦凡同框一个字夸的女人绝不认输自曝女友标准合体模仿山式比心同台尬舞帮提裙子你印象最深刻的是投票
2018-01-13,1,33332,母亲 儿子 结婚,28786.4,岁母亲去世吴克群发文悼念岁妈妈日因肺腺癌病逝他是出名孝子从小与妈妈相依为命年吴妈妈发现肝纤维化他耗费心力寻求名医无奈年后仍不敌病魔吴克群伤感写道谢谢有机会让我当你儿子详情
2018-01-19,1,33333,演唱 女神 青春,6352.5,五分钟带你回顾精彩表演吴亦凡电子音乐秀酷炫十足穿高开叉旗袍性感开唱尽显小小少年青春活力动感串烧嗨翻全场中文演唱高音震撼嗓音醇厚唱腔深情每首都好听到耳朵要怀孕
2018-01-16,1,33334,女星 电影 出轨,15552.5,晒与女方亲密合影日上传了自己与一女生的亲密合照并配文今天终于不是愚人节了疑似公开恋情而女方也被指疑为女星藤井莉娜汪东城年愚人节曾发布与藤井莉娜合照整蛊粉丝与今日发布终于不是愚人节的说法相对应
2018-01-25,1,33335,电影 日本 出轨,57713.8,据韩媒已于年年末分手宋承宪方回应表示两人因为繁忙的行程分手具体时间因是个人私事无法得知业内人士表示女方身边好友们已将两人的诀别看成是既定事实据悉两人年因合作拍摄电影第三种爱情相识相恋此前曾数次传出两人分手传闻均被否认
2018-01-09,1,33336,经典 网络 女人,55397.799999999996,跑男团为王祖蓝庆生鹿晗关晓彤高调同框日凌晨跑男团鹿晗与为庆生公布恋情后的罕见高调同框鹿晗用经典口头禅送上祝福祖蓝哥咔咔的女友关晓彤笑着拍手附和咔咔的
2018-01-29,1,33337,青春 电影,10723.5,身着拼接牛仔装亮相第届红毯青春帅气这一抹浅笑温柔又迷人作为本届官方唯一邀请中国嘉宾四字弟弟厉害了蓝色双排扣西装绅士手插兜耍帅玩隔空弹钢琴变表情包正在直播更多高清图戳直播间
2018-01-24,1,33338,儿子 结婚 二胎,77485.3,天线宝宝丁丁扮演者去世享年岁据英国媒体报导天线宝宝丁丁的扮演者西蒙巴恩斯去世享年岁他的儿子发文悼念我在日失去了我最敬爱的父亲他是我认识的人当中最大方最具有绅士态度的男人我爱他比爱任何事情还多
2018-01-30,1,33339,录制 可爱 演唱会,35452.0,知情人爆料谢娜怀的是双胞胎女孩预产期是月日近日有媒体报道称知情人士爆料怀的是双胞胎女孩预产期在月日而即将临盆的娜姐最近也频频分享之前录制节目时的片段看上去状态保持得不错去年月在微博宣布娜姐怀孕期待两位的高颜值宝宝出生
2018-01-05,1,33340,可爱 日本,35936.3,易烊千玺艺考月日低调现身湖南省艺校参加艺术联考据悉是参加表演类考试他身着黑色外套戴着口罩十分低调乖乖接受安检的样子很可爱哦四字弟弟考试加油加油
2018-01-21,1,33341,二胎 机场,4133.900000000001,这下尴尬了放开二胎新生人口不增反降月日国家统计局公布的数据显示年全国出生人口为万人比上年减少万人这几年国家不断放开生育原本上面的预计新生人口会大幅增加到万以上可这几年新生儿缺不增反降这下尴尬了这样下去随着二胎热情没了新生儿会很大幅的下
2018-01-25,1,33342,出轨 网络,9152.9,网友视频爆料陈翔毛晓彤分手疑因男方出轨江铠同日晚有网友曝光一段监控视频疑指陈翔毛晓彤分手因男方出轨江铠同年月日晚疑似陈翔与江铠同一同出现在陈翔所住小区电梯中几分钟后毛晓彤回到住所江铠同便匆匆离去当晚毛晓彤发文从没想象过这一幕会出现在我眼前次日
2018-01-06,1,33343,结婚 二胎 女神,5403.7,刘畊宏结婚十周年与妻子相伴走过年今年也是他们结婚周年的纪念刘畊宏在微博晒出全家福与大家分享喜悦画面中刘畊宏与妻子三个萌娃小宇恩小泡芙小姍姍温馨出镜一家五口多么幸福美满请一直幸福下去
2018-01-18,1,33344,女神 演唱会,7656.400000000001,综述微博之夜完美落幕成为新晋微博吴亦凡以及男神女神公益明星代表
2018-01-07,1,33345,机场 老师,15548.9,被误认代购网曝张翰遭海关开箱检查日有网友爆料在机场被海关误认作代购遭开箱检查照片中张翰身穿黑色羽绒服头戴棒球帽独自推着一车行李箱随被海关工作人员拦下有网友解释称张翰是为新剧筹备服装而且未带助理所以推那么多箱子
2018-01-24,1,33348,演唱会 老师,49066.7,罗志祥演唱会遇舞台故障一人碎碎念如单口相声去年上海演唱会升降台发生意外被卡住后罗志祥一个人在舞台上碎碎念太像单口相声了舞台不把我升起来什么意思要我露出半颗头跟大家唱歌吗还不忘叮嘱粉丝别我微博哦视频
2018-01-25,1,33349,配音 老师,3135.9,赵立新老师这段配音真是太厉害了这就是传说中的会八种语言的神一般的存在吧并且是第一个考入瑞典国家大剧院的中国演员膜拜
2018-01-11,1,33350,女子 母亲 女人,3215.5,李云迪恋情疑曝光与妙龄女子火锅店亲密牵手近日被拍到与一女子共同现身横店某火锅店李云迪将手搭在女方的椅背上热聊还一度牵起了女方的手女方随后又靠在李云迪肩膀上举止十分亲密是新恋情的节奏吗
2018-01-29,1,33351,男友 结婚,19880.9,有一个爹系男友是什么感觉大概就是这样吧
2018-01-27,1,33353,电影 经典,4255.1,陈伟霆演成吉思汗用微笑征服导演电影战神纪宣布定档月日陈伟霆坦言接这个角色时犹豫了很久第一我觉得自己不像铁木真第二太难演导演哈斯朝鲁则回应道他那经典的微笑感动了我我觉得成吉思汗爷爷年轻时一定是这样一个非常善良的带着微笑的形象
2018-01-24,1,33358,结婚 可爱,5664.099999999999,日晒出超照宣布怀孕喜讯称收到了最好的生日礼物据悉杜若溪已怀孕三个月小浪独家拿到夫妇的童年照片两人小时候如此可爱宝宝将来肯定也是高颜值年严屹宽杜若溪领证结婚年在巴厘岛举行婚礼恭喜
2018-01-09,1,33359,男友 母亲,11123.6,赛琳娜取关近人男友比伯吉吉等在列据外媒赛琳娜戈麦兹对自己的社交账号进行大清洗取关和黛米洛瓦托等百位好友甚至还有自己的男友比伯仅留下闺蜜和捐肾好友弗兰茜亚等人头像也换成了母亲似乎想证明二人关系并非外界所传那么冷淡
2018-01-01,1,33394,演唱会 演唱,3491.7999999999997,江苏卫视跨年晚会身穿黑色羽毛外套演唱一趟全球首演舞台气势十足引领多人舞团组成跨年演唱会盛大狂欢场面人间一趟看看太阳开启新一年从年出道以来这已经是李宇春第十三年零点压轴表演啦
